created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald","Miami, FL",Cyr🇵🇦,due to covid19  we are out of bald,due covid19 bald,due bald, United States of America
09-04-20 2:11,RT @sociopreneur: 400 mn informal workers in India at risk of sinking into poverty due to #COVID19 says @ilo https://t.co/Lk03i2BvQ8,New Delhi,Tri Radhakrishnan,400 mn informal workers in india at risk of sinking into poverty due to  covid19 says  ilo https  tcolk03i2bvq8,400 mn informal workers india risk sinking poverty due covid19 says ilo https tcolk03i2bvq8,mn informal workers india risk sinking poverty due says ilo https, India
09-04-20 2:11,RT @chriskrokshow: Up next @WBAP247NEWS my #CPA @irsprob joins me to tell us how small businesses can GET an #sbaloan and other advice on #…,"TX, USA",A. Jake 🇺🇸 🐰🐥☔🌴,up next  wbap247news my  cpa  irsprob joins me to tell us how small businesses can get an  sbaloan and other advice on  …,next wbap247news cpa irsprob joins tell us small businesses get sbaloan advice …,next cpa irsprob joins tell us small businesses get sbaloan advice, United States of America
09-04-20 2:11,RT @ANI: Had a telephonic conversation with Spanish Foreign Minister Arancha Gonzalez. We agreed that effective #COVID19 response requires…,"Gurgaon, haryana, india",Shivam_agrawal,had a telephonic conversation with spanish foreign minister arancha gonzalez  we agreed that effective  covid19 response requires…,telephonic conversation spanish foreign minister arancha gonzalez agreed effective covid19 response requires…,telephonic conversation spanish foreign minister arancha gonzalez agreed effective response, India
09-04-20 2:11,"RT @MOFA_Taiwan: .@DrTedros said there's ""No need to use #COVID19 to score political points. We agree! Yet without evidence, #Taiwan is acc…",Ahmedabad,rishi,drtedros said there s  no need to use  covid19 to score political points  we agree  yet without evidence   taiwan is acc…,drtedros said need use covid19 score political points agree yet without evidence taiwan acc…,drtedros said need use score political points agree yet without evidence taiwan, India
09-04-20 2:11,RT @CMA_Docs: Do your part to help #FlattenTheCurve and stop the spread of #COVID19. Stay home. Stay safe. Practise #PhysicalDistancing and…,,Mary-Lyn Fyfe,do your part to help  flattenthecurve and stop the spread of  covid19  stay home  stay safe  practise  physicaldistancing and…,part help flattenthecurve stop spread covid19 stay home stay safe practise physicaldistancing and…,part help flattenthecurve stop spread stay home stay safe practise physicaldistancing, Italia
09-04-20 2:11,RT @news18dotcom: The Supreme Court on Wednesday ordered free COVID-19 tests to be carried out by the government as well as accredited labo…,India,CNNNews18,the supreme court on wednesday ordered free covid19 tests to be carried out by the government as well as accredited labo…,supreme court wednesday ordered free covid19 tests carried government well accredited labo…,supreme court wednesday ordered free tests carried government well accredited,भारत - India
09-04-20 2:11,"RT @XoliMngambi: 1/2 [DEVELOPING STORY]
While Minister Stella Ndabeni-Abrahams has said sorry for her actions and pleads for our forgivenes…",Sunnyside pta,Stay At Home #21daysLockdown,12  developing story  while minister stella ndabeniabrahams has said sorry for her actions and pleads for our forgivenes…,12 developing story minister stella ndabeniabrahams said sorry actions pleads forgivenes…,developing story minister stella ndabeniabrahams said sorry actions pleads, Italia
09-04-20 2:11,RT @globalnews: Coronavirus: Canadian-born Second World War Dam Buster dies from COVID-19 https://t.co/wWM7V1gMum https://t.co/ael3G7YQBo,,Mandi,coronavirus  canadianborn second world war dam buster dies from covid19 https  tcowwm7v1gmum https  tcoael3g7yqbo,coronavirus canadianborn second world war dam buster dies covid19 https tcowwm7v1gmum https tcoael3g7yqbo,coronavirus canadianborn second world war dam buster dies https https, Italia
09-04-20 2:11,RT @ashokepandit: IIM study predicts 1.5 lakh Covid-19 cases by May first week as 'result of Tablighi event' https://t.co/zEZy43YLDu,,Kishor Chowbey,iim study predicts 15 lakh covid19 cases by may first week as result of tablighi event  https  tcozezy43yldu,iim study predicts 15 lakh covid19 cases may first week result tablighi event https tcozezy43yldu,iim study predicts lakh cases may first week result tablighi event https, Italia
09-04-20 2:11,"RT @SWRRLY: Special Maintenance trains moving to help Railway staff to reach their work spots
#IndianRailways #Karnataka #IndiaFightsCorona…","Bengaluru, India",Shrikant,special maintenance trains moving to help railway staff to reach their work spots  indianrailways  karnataka  indiafightscorona…,special maintenance trains moving help railway staff reach work spots indianrailways karnataka indiafightscorona…,special maintenance trains moving help railway staff reach work spots indianrailways karnataka, India
09-04-20 2:11,RT @sinsation202: I pray that COVID-19 don’t touch me or any of my family🙏🏾,"Florida, USA",Jvsh 💂🏽‍♂️ | ™️,i pray that covid19 don ’ t touch me or any of my family🙏🏾,pray covid19 ’ touch family🙏🏾,pray touch, United States of America
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald",,Mad Dog 20/20,due to covid19  we are out of bald,due covid19 bald,due bald, Italia
09-04-20 2:11,RT @cameronhurley: Holy shit COVID-19 is real life cooties,United Kingdom,Jay Shriver,holy shit covid19 is real life cooties,holy shit covid19 real life cooties,holy shit real life cooties,United Kingdom
09-04-20 2:11,RT @InayahLamis: Every parent. Everywhere. 🤣 #COVID19 https://t.co/mv8Ag0Jaai,"College Park, GA",simply.Rie,every parent  everywhere  🤣  covid19 https  tcomv8ag0jaai,every parent everywhere 🤣 covid19 https tcomv8ag0jaai,every parent everywhere https, United States of America
09-04-20 2:11,"RT @QBlueSkyQ: W.H.O. Chief Tedros with Hillary Clinton, Bill Gates, Elton John address 2012 AIDS conference🐍
HIV/Aids Foundations💰#BigPhar…",ON Canada,ⓇⓔⓓⓓⓡⓐⒼⓞⓝⓕⓛⓨ19👩💋❤️👠🌹🇺🇸🇨🇦,who  chief tedros with hillary clinton  bill gates  elton john address 2012 aids conference🐍 hivaids foundations💰  bigphar…,chief tedros hillary clinton bill gates elton john address 2012 aids conference🐍 hivaids foundations💰 bigphar…,chief tedros hillary clinton bill gates elton john address aids hivaids, Canada
09-04-20 2:11,RT @jerseyrose21: @aginnt You are the best resource I’ve found with regards to Covid 19.  Any chance you could put something together compa…,,Brad Dekes,aginnt you are the best resource i ’ ve found with regards to covid 19 any chance you could put something together compa…,aginnt best resource ’ found regards covid 19 chance could put something together compa…,aginnt best resource found regards covid chance could put something together, Italia
09-04-20 2:11,RT @IuliaVantur: At home #iuliavantur #stayhome #staysafe #introspect #live #life #health #beauty https://t.co/GxZcUkM7pH,,Suresh@ahmedabad,at home  iuliavantur  stayhome  staysafe  introspect  live  life  health  beauty https  tcogxzcukm7ph,home iuliavantur stayhome staysafe introspect live life health beauty https tcogxzcukm7ph,home iuliavantur stayhome staysafe introspect live life health beauty https, Italia
09-04-20 2:11,"RT @DrGJackBrown: Dr. Redfield touches himself as he says, ""when it affects us"". Note he's not touching with the palm of his hands. This la…",United States,Mother of Feminists,dr redfield touches himself as he says   when it affects us   note he s not touching with the palm of his hands  this la…,dr redfield touches says affects us note touching palm hands la…,dr redfield touches says affects us note touching palm hands,United States
09-04-20 2:11,RT @boback: Belgian-Dutch Study: Why in times of COVID-19 you can not walk/run/bike close to each other. by Jurgen Thoelen https://t.co/BEU…,"Lebanon, NH",hngrylkthewolf,belgiandutch study  why in times of covid19 you can not walkrunbike close to each other  by jurgen thoelen https  tcobeu…,belgiandutch study times covid19 walkrunbike close jurgen thoelen https tcobeu…,belgiandutch study times walkrunbike close jurgen thoelen https, United States of America
09-04-20 2:11,RT @JaredLeto: We created a #JaredLetoCinemaClub tee in the hope we could raise some much needed support for COVID-19. 100% of profits will…,"PORTUGAL,  L.A  FINLAND",Isabelgothicechelon💘🇵🇹🇺🇲🇧🇷,we created a  jaredletocinemaclub tee in the hope we could raise some much needed support for covid19  100  of profits will…,created jaredletocinemaclub tee hope could raise much needed support covid19 100 profits will…,created jaredletocinemaclub tee hope could raise much needed support profits,None
09-04-20 2:11,RT @chrisbergPOVNOW: SHOCKING: MN Sen &amp; Dr. @drscottjensen said that he received a 7 pg doc from @mnhealth to fill out death certificates w…,,Bevis Butthead XX.,shocking  mn sen  amp  dr  drscottjensen said that he received a 7 pg doc from  mnhealth to fill out death certificates w…,shocking mn sen amp dr drscottjensen said received 7 pg doc mnhealth fill death certificates w…,shocking mn sen amp dr drscottjensen said received pg doc mnhealth fill death certificates, Italia
09-04-20 2:11,RT @chrisbergPOVNOW: SHOCKING: MN Sen &amp; Dr. @drscottjensen said that he received a 7 pg doc from @mnhealth to fill out death certificates w…,,Dick Storlie,shocking  mn sen  amp  dr  drscottjensen said that he received a 7 pg doc from  mnhealth to fill out death certificates w…,shocking mn sen amp dr drscottjensen said received 7 pg doc mnhealth fill death certificates w…,shocking mn sen amp dr drscottjensen said received pg doc mnhealth fill death certificates, Italia
09-04-20 2:11,"RT @Amy_Siskind: For a second day, we lost nearly 2,000 Americans.
14,788 are dead from our botched response to the Covid-19 outbreak. 

Ho…",Father of Awesome Daughters,Dick Whitman,for a second day  we lost nearly 2000 americans  14788 are dead from our botched response to the covid19 outbreak  ho…,second day lost nearly 2000 americans 14788 dead botched response covid19 outbreak ho…,second day lost nearly americans dead botched response outbreak,None
09-04-20 2:11,"RT @TranBC: For the health and safety of our province, please stay home this Easter Long Weekend and only travel if it’s essential. We are…",Gold Bridge BC V0K1P0 Canada,Bridge River Valley,for the health and safety of our province  please stay home this easter long weekend and only travel if it ’ s essential  we are…,health safety province please stay home easter long weekend travel ’ essential are…,health safety province please stay home easter long weekend travel essential,None
09-04-20 2:11,"RT @TomthunkitsMind: ATTENTION TO ALL MILLENNIALS:

A 36-year old woman from the UK is now infected by Covid19 struggles to breathe. 

Coro…","Dallas, Texas.",Mrs. David Roberts. ✊🏽💙🏳️‍🌈🧙🏽‍♀️,attention to all millennials  a 36year old woman from the uk is now infected by covid19 struggles to breathe  coro…,attention millennials 36year old woman uk infected covid19 struggles breathe coro…,attention millennials old woman uk infected struggles breathe, United States of America
09-04-20 2:11,"RT @paulsperry_: BREAKING: FEC records show the husband of State Dept Dr. Deborah Birx, coordinating COVID-19 response, is a Democrat who g…",,denolo,breaking  fec records show the husband of state dept dr deborah birx  coordinating covid19 response  is a democrat who g…,breaking fec records show husband state dept dr deborah birx coordinating covid19 response democrat g…,breaking fec records show husband state dept dr deborah birx coordinating response democrat, Italia
09-04-20 2:11,"RT @TeamPelosi: The #coronavirus crisis continues to drastically accelerate. The people are suffering.

Yet the current occupant of the Whi…","Texas, USA","Clara Ford, MA",the  coronavirus crisis continues to drastically accelerate  the people are suffering  yet the current occupant of the whi…,coronavirus crisis continues drastically accelerate people suffering yet current occupant whi…,coronavirus crisis continues drastically accelerate people suffering yet current occupant, United States of America
09-04-20 2:11,"RT @rentswrites: On a BBC News report, a COVID-19 patient was described as having ""a wife and two children, everything to fight for."" I hat…","Edmonton, Alberta",Michele Siderson🌈,on a bbc news report  a covid19 patient was described as having  a wife and two children  everything to fight for   i hat…,bbc news report covid19 patient described wife two children everything fight hat…,bbc news report patient described wife two children everything fight, Canada
09-04-20 2:11,"RT @SenWarren: In the midst of COVID-19, the Trump admin is reportedly making time to try &amp; trash a multilateral arms control treaty, despi…",,Gerald E Rivas,in the midst of covid19  the trump admin is reportedly making time to try  amp  trash a multilateral arms control treaty  despi…,midst covid19 trump admin reportedly making time try amp trash multilateral arms control treaty despi…,midst trump admin reportedly making time try amp trash multilateral arms control treaty, Italia
09-04-20 2:11,"RT @nhannahjones: Now, even as black Americans risked higher exposure, they already disproportionately suffer the comorbidities that make C…",,本の案内人,now  even as black americans risked higher exposure  they already disproportionately suffer the comorbidities that make c…,even black americans risked higher exposure already disproportionately suffer comorbidities make c…,even black americans risked higher exposure already disproportionately suffer comorbidities make, Italia
09-04-20 2:11,"RT @LindseyGrahamSC: Do I believe that China should be held financially responsible for the COVID-19 pandemic? Absolutely.
 
Click RETWEET…",Bengaluru of Bharath,Dr.Mahesh D M #useMask4all be6ftaway,do i believe that china should be held financially responsible for the covid19 pandemic  absolutely  click retweet…,believe china held financially responsible covid19 pandemic absolutely click retweet…,believe china held financially responsible pandemic absolutely click, India
09-04-20 2:11,"RT @TeamPelosi: The #coronavirus crisis continues to drastically accelerate. The people are suffering.

Yet the current occupant of the Whi…","California, USA",Greg Busey,the  coronavirus crisis continues to drastically accelerate  the people are suffering  yet the current occupant of the whi…,coronavirus crisis continues drastically accelerate people suffering yet current occupant whi…,coronavirus crisis continues drastically accelerate people suffering yet current occupant, United States of America
09-04-20 2:11,"RT @BernardKerik: Yesterday, governors/mayors shut down walking trails.

Some police have been ordered to arrest people for walking outside…","New Jersey, USA",Charles of Trent,yesterday  governorsmayors shut down walking trails  some police have been ordered to arrest people for walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking, United States of America
09-04-20 2:11,RT @HawleyMO: I explain my Phase 4 proposal to #Tucker. Get America ready to surge: rehire every worker laid off because of #coronavirus &amp;…,"Moms, Ur",Josh Bond 007,i explain my phase 4 proposal to  tucker  get america ready to surge  rehire every worker laid off because of  coronavirus  amp  …,explain phase 4 proposal tucker get america ready surge rehire every worker laid coronavirus amp …,explain phase proposal tucker get america ready surge rehire every worker laid coronavirus amp,None
09-04-20 2:11,"RT @waltkane: Out of work due to #COVID19, people from across NJ are finding it nearly impossible to claim #unemployment benefits because o…",,Pete,out of work due to  covid19  people from across nj are finding it nearly impossible to claim  unemployment benefits because o…,work due covid19 people across nj finding nearly impossible claim unemployment benefits o…,work due people across nj finding nearly impossible claim unemployment benefits, Italia
09-04-20 2:11,"RT @CP24: JUST IN: This year's Toronto Caribbean Carnival has been cancelled due to the COVID-19 pandemic, organizers say.",Toronto | Ottawa,onome✨,just in  this year s toronto caribbean carnival has been cancelled due to the covid19 pandemic  organizers say,year toronto caribbean carnival cancelled due covid19 pandemic organizers say,year toronto caribbean carnival cancelled due pandemic organizers say, Canada
09-04-20 2:11,"RT @basemn63: 🚨 #CoronaVirusUpdates in #Gaza.
We urge the regional &amp; international bodies to take immediate actions to provide us with the…",,Sayed Askari Akhtar,🚨  coronavirusupdates in  gaza  we urge the regional  amp  international bodies to take immediate actions to provide us with the…,🚨 coronavirusupdates gaza urge regional amp international bodies take immediate actions provide us the…,coronavirusupdates gaza urge regional amp international bodies take immediate actions provide us, Italia
09-04-20 2:11,RT @kristinodell_: My dad died early this morning from covid-19. Heartbroken.,,gloria palacios,my dad died early this morning from covid19  heartbroken,dad died early morning covid19 heartbroken,dad died early morning heartbroken, Italia
09-04-20 2:11,"RT @trump_noodle: Either:

1)Gov Cuomo will become Dem nominee last min
2)The left will use #COVID19 as some excuse for Senile Biden not to…",,Tom Schade,either  1  gov cuomo will become dem nominee last min 2  the left will use  covid19 as some excuse for senile biden not to…,either 1 gov cuomo become dem nominee last min 2 left use covid19 excuse senile biden to…,either gov cuomo become dem nominee last min left use excuse senile biden, Italia
09-04-20 2:11,"RT @jameshohmann: The CDC has traced Chicago's coronavirus outbreak to just *two* family gatherings. 

The new case study, one of the most…",Texas,USA Hipster ⭐️⭐️⭐️,the cdc has traced chicago s coronavirus outbreak to just two family gatherings  the new case study  one of the most…,cdc traced chicago coronavirus outbreak two family gatherings new case study one most…,cdc traced chicago coronavirus outbreak two family gatherings new case study one, United States of America
09-04-20 2:11,RT @SafetyPinDaily: Dr. Fauci says the coronavirus is 'shining a bright light' on 'unacceptable' health disparities for African Americans |…,"Texas, USA",TX man #Resist #resistance #resist #scumbag,dr fauci says the coronavirus is shining a bright light  on unacceptable  health disparities for african americans …,dr fauci says coronavirus shining bright light unacceptable health disparities african americans …,dr fauci says coronavirus shining bright light unacceptable health disparities african americans, United States of America
09-04-20 2:11,"RT @WonderWoman2KAG: So if we're doing #covid19 tests on everyone admitted into the hospital, even if they come in w/a gun shot wound, alle…",AMERICA,LWinter,so if we re doing  covid19 tests on everyone admitted into the hospital  even if they come in wa gun shot wound  alle…,covid19 tests everyone admitted hospital even come wa gun shot wound alle…,tests everyone admitted hospital even come wa gun shot wound, Nederland
09-04-20 2:11,"RT @marklevinshow: Number of heart attacks mysteriously plummets, imagine that ...
https://t.co/G84izjAU67",,Joe Arredondo,number of heart attacks mysteriously plummets  imagine that  https  tcog84izjau67,number heart attacks mysteriously plummets imagine https tcog84izjau67,number heart attacks mysteriously plummets imagine https, Italia
09-04-20 2:11,"RT @Is_3__: January: Kobe
February: Pop Smoke
March: covid-19
April: Bernie Sanders dropping out of the presidential race + covid-19
LA CRE…",Australia,Saraa,january  kobe february  pop smoke march  covid19 april  bernie sanders dropping out of the presidential race  covid19 la cre…,january kobe february pop smoke march covid19 april bernie sanders dropping presidential race covid19 la cre…,january kobe february pop smoke march april bernie sanders dropping presidential race la,Australia
09-04-20 2:11,"RT @Partisangirl: Maddona's 2019 album cover with her feature song Future, lyrics ""Not everyone is coming to the future"". The album cover i…",In a Green and Pleasant Land,5 Alive,maddona s 2019 album cover with her feature song future  lyrics  not everyone is coming to the future   the album cover i…,maddona 2019 album cover feature song future lyrics everyone coming future album cover i…,maddona album cover feature song future lyrics everyone coming future album cover,None
09-04-20 2:11,"RT @prayingmedic: 1) This is my #Qanon thread for April 8, 2020

Q posts can be found here:
https://t.co/FLTPnijWaM 
https://t.co/iK1MQb3oH…",NYC,🎽NY🇺🇸Army🎽Vet❌💊🕛💥❌,1  this is my  qanon thread for april 8  2020 q posts can be found here  https  tcofltpnijwam https  tcoik1mqb3oh…,1 qanon thread april 8 2020 q posts found https tcofltpnijwam https tcoik1mqb3oh…,qanon thread april q posts found https tcofltpnijwam https, United States of America
09-04-20 2:11,"RT @realmadriden: 📺 LA DUODÉCIMA
🏆 @juventusfcen 1-4 @realmadriden 
🙌 WHAT a night in Cardiff! #RMFansEnCasa, enjoy those best bits again a…",Abuja,Shamba Shinkafi,📺 la duodécima 🏆  juventusfcen 14  realmadriden 🙌 what a night in cardiff   rmfansencasa  enjoy those best bits again a…,📺 la duodécima 🏆 juventusfcen 14 realmadriden 🙌 night cardiff rmfansencasa enjoy best bits a…,la duodécima juventusfcen realmadriden night cardiff rmfansencasa enjoy best bits, Nigeria
09-04-20 2:11,"RT @stonecold2050: Here are the richest pastors in America:

Kenneth Copeland $760M
Pat Robertson $100M
Benny Hinn $60M
Joel Osteen $40M
Cr…","Columbus, OH",👌🏼,here are the richest pastors in america  kenneth copeland  760m pat robertson  100m benny hinn  60m joel osteen  40m cr…,richest pastors america kenneth copeland 760m pat robertson 100m benny hinn 60m joel osteen 40m cr…,richest pastors america kenneth copeland pat robertson benny hinn joel osteen, United States of America
09-04-20 2:11,"RT @CheetahGirl001: Even in the midst of a global crisis, the Trump administration continues to barrel forward with greedy anti-wildlife at…",,Teresa Brown,even in the midst of a global crisis  the trump administration continues to barrel forward with greedy antiwildlife at…,even midst global crisis trump administration continues barrel forward greedy antiwildlife at…,even midst global crisis trump administration continues barrel forward greedy antiwildlife, Italia
09-04-20 2:11,RT @nhannahjones: It’s amazing how many people on here are comfortable saying that black people are fat and so it’s their fault that Covid-…,,AndeSue,it ’ s amazing how many people on here are comfortable saying that black people are fat and so it ’ s their fault that covid…,’ amazing many people comfortable saying black people fat ’ fault covid…,amazing many people comfortable saying black people fat fault, Italia
09-04-20 2:11,RT @hugmeforlemons: HEADBAND CHILLING WITH NO MAKEUP ON 🍋✨ im LIVE on https://t.co/Cmnv31NhFW playing ERICA‼️😱 #twitchgirls #SmallStreamers…,Smallville,#SmallStreamersConnect RT,headband chilling with no makeup on 🍋✨ im live on https  tcocmnv31nhfw playing erica‼️😱  twitchgirls  smallstreamers…,headband chilling makeup 🍋✨ im live https tcocmnv31nhfw playing erica‼️😱 twitchgirls smallstreamers…,headband chilling makeup im live https playing twitchgirls, South Africa
09-04-20 2:11,RT @JaredLeto: We created a #JaredLetoCinemaClub tee in the hope we could raise some much needed support for COVID-19. 100% of profits will…,behind you....;) boo,jolie me,we created a  jaredletocinemaclub tee in the hope we could raise some much needed support for covid19  100  of profits will…,created jaredletocinemaclub tee hope could raise much needed support covid19 100 profits will…,created jaredletocinemaclub tee hope could raise much needed support profits,None
09-04-20 2:11,"RT @DontDregMeBro: Also last night, @seanhannity noted LA Doc Anthony Cardillo's report of dramatic response to all symptomatic #COVID19 pa…",,DebH,also last night   seanhannity noted la doc anthony cardillo s report of dramatic response to all symptomatic  covid19 pa…,also last night seanhannity noted la doc anthony cardillo report dramatic response symptomatic covid19 pa…,also last night seanhannity noted la doc anthony cardillo report dramatic response symptomatic, Italia
09-04-20 2:11,"RT @SFdirewolf: OMFG

""The Bureau of Prisons just bought $60,000 worth of hydroxychloroquine, the unproved coronavirus treatment touted by…",⚜ Premium Mayonnaise ⚜,Bae'd Runner,omfg  the bureau of prisons just bought  60000 worth of hydroxychloroquine  the unproved coronavirus treatment touted by…,omfg bureau prisons bought 60000 worth hydroxychloroquine unproved coronavirus treatment touted by…,omfg bureau prisons bought worth hydroxychloroquine unproved coronavirus treatment touted,None
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald",Far Far Away,Shauna,due to covid19  we are out of bald,due covid19 bald,due bald, Singapore
09-04-20 2:11,"RT @paulsperry_: ***BREAKING NEWS*** FEC records show the wife of NIH Dr. Anthony Fauci, who's clashed with Trump over COVID-19 strategy, i…",NH,liveFreeorDieReport 🇺🇸🇺🇸🇺🇸,breaking news fec records show the wife of nih dr anthony fauci  who s clashed with trump over covid19 strategy  i…,breaking news fec records show wife nih dr anthony fauci clashed trump covid19 strategy i…,breaking news fec records show wife nih dr anthony fauci clashed trump strategy, United States of America
09-04-20 2:11,RT @MalcolmNance: I am certain many #COVID19 victim families will be moved to personally #SueLauraInghram &amp; #SueFoxNews if this happens. It…,New York,Mike,i am certain many  covid19 victim families will be moved to personally  suelaurainghram  amp   suefoxnews if this happens  it…,certain many covid19 victim families moved personally suelaurainghram amp suefoxnews happens it…,certain many victim families moved personally suelaurainghram amp suefoxnews happens, United States of America
09-04-20 2:11,"RT @EpgntxEinstein: Another grim statistic: The #Bronx just crossed the 1,000 mark for deaths. One in every 1,588 people in the borough has…",Ireland,Terry #FBPE,another grim statistic  the  bronx just crossed the 1000 mark for deaths  one in every 1588 people in the borough has…,another grim statistic bronx crossed 1000 mark deaths one every 1588 people borough has…,another grim statistic bronx crossed mark deaths one every people borough,Ireland
09-04-20 2:11,RT @sinsation202: I pray that COVID-19 don’t touch me or any of my family🙏🏾,somewhere making money.,khi 🖤,i pray that covid19 don ’ t touch me or any of my family🙏🏾,pray covid19 ’ touch family🙏🏾,pray touch,None
09-04-20 2:11,"RT @B52Malmet: In the United States 427, 824 cases of reported #coronavirus cases. 14,721 dead Americans. @maddow says an American dies eve…","Portland, OR",PossumPete,in the united states 427  824 cases of reported  coronavirus cases  14721 dead americans   maddow says an american dies eve…,united states 427 824 cases reported coronavirus cases 14721 dead americans maddow says american dies eve…,united states cases reported coronavirus cases dead americans maddow says american dies, United States of America
09-04-20 2:11,"RT @prayingmedic: 15) As late a January 14th, the City of Wuhan denied the existence of any cases.

The World Health Organization echoed th…",New Earth,Veritas1776 #WWG1WGA,15  as late a january 14th  the city of wuhan denied the existence of any cases  the world health organization echoed th…,15 late january 14th city wuhan denied existence cases world health organization echoed th…,late january city wuhan denied existence cases world health organization echoed, United States of America
09-04-20 2:11,RT @coconuttcartel: First the hurricanes now Covid-19 this generation of kids got a lot of school time off..the statistics should be intere…,"St.Thomas , U.S.V.I.",IsleSymone✨,first the hurricanes now covid19 this generation of kids got a lot of school time offthe statistics should be intere…,first hurricanes covid19 generation kids got lot school time offthe statistics intere…,first hurricanes generation kids got lot school time offthe statistics,None
09-04-20 2:11,"RT @Sun_Q_Tzu: “COVID-19 was designed by China as a biowarfare weapon”, $20 Trillion Dollar Lawsuit filed against China in US District Cour…",'Merica!,⚡Light Within ⚡,“ covid19 was designed by china as a biowarfare weapon ”   20 trillion dollar lawsuit filed against china in us district cour…,“ covid19 designed china biowarfare weapon ” 20 trillion dollar lawsuit filed china us district cour…,designed china biowarfare weapon trillion dollar lawsuit filed china us district, Liberia
09-04-20 2:11,"RT @MishiPathan: ""The Night Of Forgiveness""❤️ May He forgive all of our sins.. and heal the world from COVID-19.. 
Aameen
#Shab_e_baraat ht…",,Asad Malik,the night of forgiveness  ❤️ may he forgive all of our sins and heal the world from covid19 aameen  shabebaraat ht…,night forgiveness ❤️ may forgive sins heal world covid19 aameen shabebaraat ht…,night forgiveness may forgive sins heal world aameen shabebaraat, Italia
09-04-20 2:11,RT @RaymondArroyo: The @IngrahamAngle Tonight: Seen and Unseen. @BernieSanders drops out of the presidential race...kinda. Joe Biden has a…,"California, USA",⭐️⭐️⭐️VB🇺🇸Nationalist,the  ingrahamangle tonight  seen and unseen   berniesanders drops out of the presidential race  kinda  joe biden has a…,ingrahamangle tonight seen unseen berniesanders drops presidential race kinda joe biden a…,ingrahamangle tonight seen unseen berniesanders drops presidential race kinda joe biden, United States of America
09-04-20 2:11,RT @dajayiwilliams: @SVNEDInc is committed to encouraging young adults to use Covid-19 as an opportunity to make ourselves available to hel…,Silicon Valley ,Denise Williams,svnedinc is committed to encouraging young adults to use covid19 as an opportunity to make ourselves available to hel…,svnedinc committed encouraging young adults use covid19 opportunity make available hel…,svnedinc committed encouraging young adults use opportunity make available, United States of America
09-04-20 2:11,"RT @kaloi_zarate: FACT: Philippines started lockdown or quarantine due to #COVID19 only on March 15. Before that, these countries already d…",Midgard,Helsinki #ServeThePeople ✊,fact  philippines started lockdown or quarantine due to  covid19 only on march 15 before that  these countries already d…,fact philippines started lockdown quarantine due covid19 march 15 countries already d…,fact philippines started lockdown quarantine due march countries already, United Kingdom
09-04-20 2:11,"RT @chrisbergPOVNOW: .@drscottjensen said they could be inflating COVID-19 deaths for fear.  

What if there is MONEY from the #CARESAct?
@…",Shadowbanned Conservative FedUp,ANC_wasted_$15Triln,drscottjensen said they could be inflating covid19 deaths for fear  what if there is money from the  caresact   …,drscottjensen said could inflating covid19 deaths fear money caresact …,drscottjensen said could inflating deaths fear money caresact,None
09-04-20 2:11,"RT @LawrenceGostin: It’s true, we urgently need an objective evidence based evaluation of #COVID response, not just @WHO but also govts. Ov…",,daryn,it ’ s true  we urgently need an objective evidence based evaluation of  covid response  not just  who but also govts  ov…,’ true urgently need objective evidence based evaluation covid response also govts ov…,true urgently need objective evidence based evaluation covid response also govts, Italia
09-04-20 2:11,"RT @Elle_Vien: #COVID #PoliceState: Dad Cuffed by Police for Playing Ball w-6 Yr Old Daughter, in Open Public EMPTY Park:

https://t.co/JYW…","North Carolina, USA",Let_Logic_Loose 🇺🇸,covid  policestate  dad cuffed by police for playing ball w6 yr old daughter  in open public empty park  https  tcojyw…,covid policestate dad cuffed police playing ball w6 yr old daughter open public empty park https tcojyw…,covid policestate dad cuffed police playing ball yr old daughter open public empty park https, United States of America
09-04-20 2:11,"RT @theskindoctor13: UP is the most populous, one of the least resourceful state with huge population of religion &gt; law people. Yet Yogi is…",,Rajmchawal2019,up is the most populous  one of the least resourceful state with huge population of religion  gt  law people  yet yogi is…,populous one least resourceful state huge population religion gt law people yet yogi is…,populous one least resourceful state huge population religion gt law people yet yogi, Italia
09-04-20 2:11,"RT @atRachelGilmore: NEW -- Trudeau says he'll be attending a cabinet meeting today ""in person.""

That means he's leaving his self-isolatio…","Elbow Park, Calgary",Eric Barnes,new  trudeau says he ll be attending a cabinet meeting today  in person   that means he s leaving his selfisolatio…,new trudeau says attending cabinet meeting today person means leaving selfisolatio…,new trudeau says attending cabinet meeting today person means leaving, Canada
09-04-20 2:11,"RT @Jim_Jordan: House Democrats are already demanding that illegal immigrants receive benefits in the next #coronavirus aid package. 

Seri…",,LanceDaddy,house democrats are already demanding that illegal immigrants receive benefits in the next  coronavirus aid package  seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package seri…,house democrats already demanding illegal immigrants receive benefits next coronavirus aid package, Italia
